500
6.2944737278635785e+02 1.6449832905445419e+02
8.1158387415123843e+02 8.1478674248819289e+01
-6.1515962181045143e+02 7.6813505532865531e+02
8.5429923331530949e+02 -3.7043482871908947e+02
2.7942867667315386e+02 -2.5268546302618810e+02
-8.4381137991385026e+02 -7.8617979718579375e+02
-4.9625006707040512e+02 8.7735879396507119e+02
5.3423367944149476e+00 2.6781639965329441e+02
8.9386769407367376e+02 -3.7276178495941167e+01
8.7712194893904405e+02 2.3269543987223551e+02
-6.5238607439631699e+02 -6.5411054376366025e+00
9.2530415409555576e+02 2.9280080343574002e+02
1.0027834749452197e+03 2.6515582127506278e+01
4.6280417205320532e+01 3.4697152526990908e+02
6.0876145362297234e+02 1.6370303909595458e+02
-7.3036550847082981e+02 9.7574196255381207e+02
-9.8869144350030780e+01 -5.4245269823611432e+02
7.7414566877229902e+02 -7.2878002353263628e+02
6.1809959394619773e+02 -8.6484301338066211e+02
8.8552920301716915e+02 -8.5215983155229196e+02
2.9146526328144057e+02 -1.6575274732029771e+02
-9.6216676421257387e+02 -9.9100958608797725e+01
7.2704006256671175e+02 -2.6047774372498907e+02
8.2908181974406034e+02 5.0061215598265153e+02
3.0429224957131373e+02 2.9194579421977761e+02
5.4312917622101691e+02 5.0146368850479058e+02
4.6509349435800794e+02 8.2588793801597865e+02
-1.9746660268926090e+02 9.8174858656242714e+02
2.9336131825780808e+02 -5.3161607729537036e+02
-6.4414958897822328e+02 -7.4157130281655179e+02
2.8386970823316318e+02 3.6727875348336602e+02
-9.1304110084121737e+02 -7.9195625171900747e+02
-3.5347598295352770e+02 1.0442661481174117e+02
-8.5569275174533152e+02 1.0908758134311617e+02
-7.6019160855537996e+02 7.3578689942429855e+02
6.3492909232451882e+02 -6.2013659675236539e+01
3.9870714994125626e+02 -1.8159911855304875e+02
-3.5358856253761161e+02 3.3890059165047251e+02
9.0526374190369575e+02 5.5136334518902765e+02
-9.7263126387514546e+02 -3.0305689715888562e+01
-1.4012388997031672e+02 -2.9751307327956147e+02
-2.4562183779118820e+02 -6.3551952258961546e+02
5.0700090532395421e+02 1.4743731952995867e+02
6.3224163784501025e+02 -5.0695061216171672e+02
-4.9933732382179170e+02 -9.5777353014502796e+02
-8.6637920997557913e+01 4.9593028877204893e+02
-1.0241058541103561e+02 -5.2445553232771090e+02
2.2050706255447230e+02 -1.0835831583229935e+02
4.8385507219650196e+02 3.3142472730945883e+02
5.7986893896567301e+02 -2.7741668306006608e+02
-5.3107699452074735e+02 4.4248640369968200e+02
4.5658957762695678e+02 -2.2902146265042694e+02
2.5596108533580042e+02 3.2492321280729755e+02
-6.6343558085966788e+02 3.9397110859812011e+02
-7.0705817675900960e+02 6.3104215610458027e+01
4.0875415878987118e+00 -7.9046813457404050e+02
1.0342712076828043e+03 -2.8093834658060041e+02
-1.8160065278795906e+02 -1.1201812968302045e+02
1.7745138820033236e+02 -5.2336602159541451e+02
-6.4772943143638201e+02 -6.3512205887315042e+02
4.8428446894263186e+02 6.1247208671094904e+02
-5.3221526966020281e+02 -1.1339212894124304e+02
-2.6323564895772115e+01 7.9969126115736810e+02
3.4176870458652536e+02 -2.1221025490365417e+02
7.8571594982576426e+02 5.2121453849321063e+02
1.0239143331961775e+03 -2.5270938696735652e+02
5.8638690270914978e+01 6.1729427626443294e+02
-7.3677689742971575e+02 5.6711167256170609e+02
