500
6.2944737278635785e+02 1.6449832905445419e+02
8.1158387415123843e+02 8.1478674248819289e+01
-7.4602636741298784e+02 7.3988206471601461e+02
8.2675171227803889e+02 -4.7044194704873996e+02
2.6471849245081899e+02 -3.6385184903788172e+02
-8.0491919000118094e+02 -7.6157091789161768e+02
-4.4300356226590316e+02 8.7965894068984107e+02
9.3763038409967749e+01 2.9110374994504696e+02
9.1501367086859523e+02 -4.1073550102224317e+01
9.2977707039855295e+02 2.7863392208021673e+02
-6.8477383664490344e+02 8.9432221053525609e+01
9.4118556352123142e+02 2.9462296058625543e+02
9.1433389648589105e+02 8.7771867999278129e+01
-2.9248702554317560e+01 4.4209324115962272e+02
6.0056093777760020e+02 4.4990611554204179e+01
-7.1622732274556938e+02 9.8740924824170406e+02
-1.5647743474745005e+02 -5.6264673520073234e+02
8.3147105037813412e+02 -7.8840345349954373e+02
5.8441465911910882e+02 -7.8060507095361163e+02
9.1898485278580597e+02 -8.7281725804978862e+02
3.1148139831317371e+02 -1.9084000828474836e+02
-9.2857664285162093e+02 -1.0325417586700939e+02
6.9825861173755425e+02 -2.6836764632365748e+02
8.6798649551510107e+02 5.2700928169762688e+02
3.5747030971554705e+02 2.5579275922833745e+02
5.1548026115666698e+02 5.4396077110849023e+02
4.8626493624983232e+02 8.6570714055763915e+02
-2.1554596093166367e+02 9.4548170800602770e+02
3.1095578035511335e+02 -6.1594330114445017e+02
-6.5762662437687641e+02 -7.2225159434168938e+02
4.1209217603921752e+02 3.9253267416598965e+02
-9.3633430724515870e+02 -8.1235994645026881e+02
-4.4615403007822010e+02 5.0808807718671460e+01
-9.0765721873769212e+02 6.0688436785726708e+01
-8.0573643752830492e+02 7.2227962278666473e+02
6.4691565665458529e+02 -3.0293332895796198e+01
3.8965724595163420e+02 -2.1308727756946723e+02
-3.6580103987827897e+02 3.4286227934805197e+02
9.0044409767670982e+02 4.8251588690841299e+02
-9.3110783899418243e+02 4.0104934780773647e+01
-1.2251128068720357e+02 -3.0457465744494971e+02
-2.3688308581398326e+02 -7.0000549233663389e+02
5.3103357629800485e+02 1.7218413446292379e+02
5.9039980227412639e+02 -4.7570936454438527e+02
-6.2625479089124281e+02 -9.1109181544352305e+02
-2.0471208423537860e+01 5.0986653446235823e+02
-1.0882759857820099e+02 -5.1442928435807630e+02
2.9262602022252918e+02 -1.1519537399611340e+02
4.1872966171614507e+02 3.7559217024021427e+02
5.0937336396472188e+02 -2.8154357919627887e+02
-4.4794984600284329e+02 4.7268014860240351e+02
3.5940535370734960e+02 -2.1058504944247375e+02
3.1019600794768121e+02 3.6683173393595689e+02
-6.7477652961073886e+02 4.0809486066853196e+02
-7.6200463688324669e+02 -1.1538917323325836e+02
-3.2718960357141214e+00 -9.6084475289336262e+02
9.1948791703216216e+02 -3.3828423957185794e+02
-3.1922854666773355e+02 -1.5138100633372505e+02
1.7053550195955472e+02 -4.5945915313586943e+02
-5.5237612101772606e+02 -6.0589240380908848e+02
5.0253411861130576e+02 6.4344236992261972e+02
-4.8980976908146181e+02 -1.4015718123346721e+02
1.1914103330284775e+01 7.7554190851270755e+02
3.9815344531337200e+02 -2.1763400907767334e+02
7.8180650507159703e+02 5.3822877477659131e+02
9.1858285041088857e+02 -2.0641696597276677e+02
9.4431059927606157e+01 6.1702819177469019e+02
-7.2275111434264170e+02 5.1015419801416715e+02
